Biota|Animalia|Arthropoda|Arachnida|Araneae|Theridiidae|Cabello,unranked|kingdom|phylum|subclass|order|family|genus,5T6MX|N|RT|RC|RN|H6N|62JR8
Biota|Animalia|Chordata|Reptilia|Squamata|Platynota|Varanidae|Varanus|Varanus salvadorii,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8H5NL|6273W|85WS|7FG6S
Biota|Animalia|Chordata|Reptilia|Squamata|Platynota|Varanidae|Varanus|Varanus salvator,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8H5NL|6273W|85WS|7FG74
Biota|Animalia|Chordata|Reptilia|Squamata|Platynota|Varanidae|Varanus|Varanus timorensis,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8H5NL|6273W|85WS|7FG9H
Biota|Animalia|Chordata|Reptilia|Squamata|Platynota|Varanidae|Varanus|Varanus togianus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8H5NL|6273W|85WS|7FFXF
Biota|Animalia|Chordata|Reptilia|Squamata|Platynota|Varanidae|Varanus|Varanus tristis,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8H5NL|6273W|85WS|7FG9F
Biota|Animalia|Chordata|Reptilia|Squamata|Platynota|Varanidae|Varanus|Varanus varius,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8H5NL|6273W|85WS|7FG9C
Biota|Animalia|Chordata|Reptilia|Squamata|Platynota|Varanidae|Varanus|Varanus zugorum,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8H5NL|6273W|85WS|7FFXN
Biota|Animalia|Chordata|Reptilia|Squamata|Rhineuridae|Rhineura,unranked|kingdom|phylum|class|order|family|genus,5T6MX|N|CH2|RP|45C|FNQ|642BJ
Biota|Animalia|Chordata|Reptilia|Squamata|Rhineuridae|Rhineura|Rhineura floridana,unranked|kingdom|phylum|class|order|family|genus|species,5T6MX|N|CH2|RP|45C|FNQ|642BJ|4S7RN
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Chamaesaura,unranked|kingdom|phylum|class|order|superfamily|family|genus,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|3M29
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Chamaesaura|Chamaesaura aenea,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|3M29|TKT8
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Chamaesaura|Chamaesaura anguina,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|3M29|69Q87
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Chamaesaura|Chamaesaura macrolepis,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|3M29|TKTF
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Cordylus|Cordylus cordylus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|62MM7|YD5Q
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Cordylus|Cordylus tropidosternum,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|62MM7|6B29G
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Hemicordylus,unranked|kingdom|phylum|class|order|superfamily|family|genus,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|4V2Z
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Hemicordylus|Hemicordylus capensis,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|4V2Z|3KMR2
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Karusasaurus|Karusasaurus polyzonus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|57MB|6NJKD
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Namazonurus|Namazonurus pustulatus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|5X79|45LGN
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Ouroborus|Ouroborus cataphractus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|6B2L|4B9F9
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Platysaurus,unranked|kingdom|phylum|class|order|superfamily|family|genus,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|6S3V
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Platysaurus|Platysaurus capensis,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|6S3V|4JY4N
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Platysaurus|Platysaurus guttatus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|6S3V|4JY4Q
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Platysaurus|Platysaurus torquatus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|6S3V|4JY56
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Pseudocordylus,unranked|kingdom|phylum|class|order|superfamily|family|genus,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|6ZQV
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Pseudocordylus|Pseudocordylus microlepidotus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|6ZQV|78F32
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Cordylidae|Smaug|Smaug giganteus,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|8K5|7J43|4XVBV
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Lacertidae|Gastropholis|Gastropholis echinata,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|6258X|62T5Q|3FDVD
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Lacertidae|Lacerta|Lacerta viridis,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|6258X|59SG|3RMXV
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Lacertidae|Tropidosaura,unranked|kingdom|phylum|class|order|superfamily|family|genus,5T6MX|N|CH2|RP|45C|8GK5Q|6258X|833Y
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Scincidae|Egerniinae|Tiliqua,unranked|kingdom|phylum|class|order|superfamily|family|subfamily|genus,5T6MX|N|CH2|RP|45C|8GK5Q|G43|8GNQQ|7WXB
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Scincidae|Mabuyinae|Dasia|Dasia semicincta,unranked|kingdom|phylum|class|order|superfamily|family|subfamily|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|G43|8GNQV|3ZXC|346GN
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Scincidae|Scincinae|Chalcides|Chalcides chalcides,unranked|kingdom|phylum|class|order|superfamily|family|subfamily|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|G43|8GLZD|62LQC|TFQH
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Scincidae|Scincinae|Scincopus|Scincopus fasciatus,unranked|kingdom|phylum|class|order|superfamily|family|subfamily|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|G43|8GLZD|643G8|4VK4J
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Xantusiidae,unranked|kingdom|phylum|class|order|superfamily|family,5T6MX|N|CH2|RP|45C|8GK5Q|HX6
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Xantusiidae|Cricosaura,unranked|kingdom|phylum|class|order|superfamily|family|genus,5T6MX|N|CH2|RP|45C|8GK5Q|HX6|62P8K
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Xantusiidae|Cricosaura|Cricosaura typica,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|HX6|62P8K|ZFYX
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Xantusiidae|Lepidophyma,unranked|kingdom|phylum|class|order|superfamily|family|genus,5T6MX|N|CH2|RP|45C|8GK5Q|HX6|5CJZ
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Xantusiidae|Lepidophyma|Lepidophyma flavimaculatum,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|HX6|5CJZ|3TCJ9
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Xantusiidae|Xantusia,unranked|kingdom|phylum|class|order|superfamily|family|genus,5T6MX|N|CH2|RP|45C|8GK5Q|HX6|88J7
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Xantusiidae|Xantusia|Xantusia riversiana,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|HX6|88J7|5C8P7
Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Xantusiidae|Xantusia|Xantusia vigilis,unranked|kingdom|phylum|class|order|superfamily|family|genus|species,5T6MX|N|CH2|RP|45C|8GK5Q|HX6|88J7|5C8PB
Biota|Animalia|Chordata|Reptilia|Squamata|Trogonophidae|Agamodon,unranked|kingdom|phylum|class|order|family|genus,5T6MX|N|CH2|RP|45C|HJK|QHJ
Biota|Animalia|Chordata|Reptilia|Squamata|Trogonophidae|Agamodon|Agamodon anguliceps,unranked|kingdom|phylum|class|order|family|genus|species,5T6MX|N|CH2|RP|45C|HJK|QHJ|65LLR
Biota|Animalia|Chordata|Reptilia|Squamata|Trogonophidae|Pachycalamus,unranked|kingdom|phylum|class|order|family|genus,5T6MX|N|CH2|RP|45C|HJK|6BPP
Biota|Animalia|Chordata|Reptilia|Squamata|Trogonophidae|Pachycalamus|Pachycalamus brevis,unranked|kingdom|phylum|class|order|family|genus|species,5T6MX|N|CH2|RP|45C|HJK|6BPP|4BQ79
Biota|Animalia|Chordata|Reptilia|Squamata|Trogonophidae|Trogonophis,unranked|kingdom|phylum|class|order|family|genus,5T6MX|N|CH2|RP|45C|HJK|82X7
Biota|Animalia|Chordata|Reptilia|Squamata|Trogonophidae|Trogonophis|Trogonophis wiegmanni,unranked|kingdom|phylum|class|order|family|genus|species,5T6MX|N|CH2|RP|45C|HJK|82X7|7CW3X
Biota|Animalia|Mollusca|Gastropoda|Heterobranchia|Euthyneura|Tectipleura|Eupulmonata|Stylommatophora|Helicina|Helicoidei|Helicoidea|Polygyridae|Triodopsinae|Mesodontini|Patera,unranked|kingdom|phylum|class|subclass|infraclass|subterclass|superorder|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus,5T6MX|N|M2L|7NF3Y|7NVXJ|7NF59|7VBDS|7NVXY|7NFGB|7NVZP|7NW29|7NGNS|7NKL6|7NY8S|7NYJ7|87GYZ
Biota|Fungi|Ascomycota|Lecanoromycetes|Trapeliaceae|Placopsis,unranked|kingdom|phylum|class|family|genus,5T6MX|F|SM|DM|HCS|6R64
Biota|Fungi|Ascomycota|Lecanoromycetes|Trapeliaceae|Sarea,unranked|kingdom|phylum|class|family|genus,5T6MX|F|SM|DM|HCS|7CJD
Biota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Strobilurus,unranked|kingdom|phylum|class|order|family|genus,5T6MX|F|BM|7C|N8|625LK|8MVBV
Biota|Plantae|Rhodophyta|Cryptonemiales|Corallinaceae|Heteroderma,unranked|kingdom|phylum|order|family|genus,5T6MX|P|RH2|32F|8JL|62V4L
Biota|Plantae|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Peucedanum,unranked|kingdom|phylum|class|order|family|subfamily|genus,5T6MX|P|TP|MG|Q3|6KC|J5W|7NWSG
Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Chiliotrichum,unranked|kingdom|phylum|class|order|family|subfamily|genus,5T6MX|P|TP|MG|ST|622TP|J6T|3N28
Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Rhodanthe,unranked|kingdom|phylum|class|order|family|subfamily|genus,5T6MX|P|TP|MG|ST|622TP|J6T|7932
Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Rudbeckia,unranked|kingdom|phylum|class|order|family|subfamily|genus,5T6MX|P|TP|MG|ST|622TP|J6T|63RK3
Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Centaurea,unranked|kingdom|phylum|class|order|family|subfamily|genus,5T6MX|P|TP|MG|ST|622TP|626SF|3K5Z
Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Vernonioideae|Heterolepis,unranked|kingdom|phylum|class|order|family|subfamily|genus,5T6MX|P|TP|MG|ST|622TP|7NM4T|4WH4
Biota|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Nyctaginaceae|Abronia,unranked|kingdom|phylum|class|order|family|genus,5T6MX|P|TP|MG|VW|DG4|LRK
Biota|Plantae|Tracheophyta|Magnoliopsida|Myrtales|Melastomataceae|Melastomatoideae|Microlepis,unranked|kingdom|phylum|class|order|family|subfamily|genus,5T6MX|P|TP|MG|3LY|CK9|JVV|5RX4
Biota||Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|Arenaviridae||,unranked|kingdom|phylum|subphylum|class|order|family|genus|species,5T6MX|V|622BP|7NFR7|622D7|6229Y|6PF|5KRQ|4WWRQ
